_address,_time,_date,_type,_body,_read,_service_center,_name
VD-611112,Mar 30  2016 9:40:27 AM,1459311027528,1,Get Apple iPhone 6S in Just Rs.49/- Offer Valid for today only. Check now for FREE  Click http://m.mydelights.in/pr/7,1,+919811001057,
VK-KSTECH,Mar 30  2016 9:32:24 AM,1459310544506,1,KALRT:  BUY NSE FUT CEATLTD APR @ 1063 1070 SL 1030 TGT 1120 1130 . Time Horizon : 20 Days http://bit.ly/SMSDisc,1,+919830000185,Manuf. Date
VK-KOTAKS,Mar 30  2016 8:51:05 AM,1459308065029,1,KALRT:Intl Updt(8.45AM):SGX Nifty 7668.50(+55)DOW 17633.11(+97.72)HANGSE 20637.90(+271.60)FII:Net +513.45Cr Buy 4577.65Cr Sell 4064.20Cr http://bit.ly/M-Insight,1,+919830000184,Manuf. Date
VM-KSTECH,Mar 30  2016 8:25:37 AM,1459306537388,1,KALRT: Buying at the beginning is advisable add more if it falls to 7620 SL @ 7580  TGT 7710/7730.  Selling is advisable only if nifty breaks hourly lowest after hitting the resistance zone of 7710-7730.  Buy out of money Calls if nifty breaks 7755. (Spot RATES) R: 7670/7710/7730. S: 7620/7580/7545. http://bit.ly/SMSDisc,1,+919820405905,Manuf. Date
VM-JABONG,Mar 30  2016 12:22:34 AM,1459277554312,1,Hi  Your Return Request for Order no. 160325637289373 has been created with Req.ID 27869427. Our field executive would visit your premises within 3 days.,1,+919820405904,Manuf. Date
VK-OLACAB,Mar 29  2016 8:54:35 PM,1459265075634,1,Say Ola to your driver RAMESHWAR  KUNWAR (9971200312) for CRN208791421. White Xcent UP14ET9992 to pick you up @ 8:21 PM  29Mar. Please share https://www.olacabs.com/track/9673prth8 with friends/family and let them track you.,1,+919830000185,Manuf. Date
VD-VFCARE,Mar 29  2016 6:04:48 PM,1459254888310,1,Hello! We have credited Payment of Rs. 50.0 to your Vodafone mobile phone 9999301628. Your outstanding as on 2016-03-29 Rs. 397.93. Thank You.,1,+919811001057,Manuf. Date
VD-VFCARE,Mar 29  2016 5:24:13 PM,1459252453720,1,Hello! We have credited Payment of Rs. 50.0 to your Vodafone mobile phone 9999301628. Your outstanding as on 2016-03-29 Rs. 447.93. Thank You.,1,+919811001057,Manuf. Date
VM-KOTAKS,Mar 29  2016 4:49:47 PM,1459250387277,1,KALRT: Market Update (Closed): Sensex 24900.46(-65.94)  Nifty 7597.00(-18.10),1,+919820405904,Manuf. Date
DM-UBERIN,Mar 29  2016 4:49:40 PM,1459250380319,1,Dear Partner  ऊबर पेश करता है UBER WORLD CUP!! आज 23 मार्च - 3 अप्रैल के बीच  हर ट्रिप पर रन बनाएं और हर दिन जीतें आकर्षक इनाम! हर दिन शीर्ष 6 स्कोर बनाने वालों को मिलेंगे स्मार्ट फ़ोन! और प्रतिस्पर्धा के 10 विजेता को 3 अप्रैल को मिलेंगे LED TV  Tablet  Microwave  Washing Machine जैसे आकर्षक इनाम! 1. 5 सितारा ट्रिप पर बनाएं +10 रन 2. ट्रिप पर नेविगेशन का प्रयोग करने पर +10 रन 3. प्रत्येक ड्राइवर कैंसलेशन पर -5 रन 4. प्रत्येक कस्टमर कंप्लेंट पर -10 रन तो अब देर किस बात की? ऊबर पर ज़्यादा से ज़्यादा ट्रिप्स कीजिये और जीतिए Uber World Cup! -ऊबर दिल्ली,1,+919768399176,Manuf. Date
VK-FCHRGE,Mar 29  2016 4:36:43 PM,1459249603153,1,Your Bill Payment of Rs. 50 for 9999301628 is successful. Have questions? Email us care@freecharge.in. Keep FreeCharging :),1,+919830000185,Manuf. Date
VK-FCHRGE,Mar 29  2016 4:36:34 PM,1459249594016,1,You've got 1 token(s) with your last transaction on FreeCharge. Use it to predict T20 scores and win! Find out more at www.frch.in/P2W,1,+919830000185,Manuf. Date
VM-FCHRGE,Mar 29  2016 4:36:18 PM,1459249578840,1,Congrats! Your cashback of Rs. 50.0 has been credited to your FreeCharge wallet  which can be redeemed in the next 185 days.,1,+919820405904,Manuf. Date
BX-SBIINB,Mar 29  2016 3:31:57 PM,1459245717726,1,Thank you for using State Bank Internet banking. Your Transaction Ref No IG0BSPFPD3 for Rs.24 on 29-MAR-16 15:30,1,+919442599997,Manuf. Date
VM-FCHRGE,Mar 29  2016 3:30:49 PM,1459245649284,1,You've got 1 token(s) with your last transaction on FreeCharge. Use it to predict T20 scores and win! Find out more at www.frch.in/P2W,1,+919820405905,Manuf. Date
VM-FCHRGE,Mar 29  2016 3:30:36 PM,1459245636505,1,Congrats! Your cashback of Rs. 50.0 has been credited to your FreeCharge wallet  which can be redeemed in the next 185 days.,1,+919820405905,Manuf. Date
VK-FCHRGE,Mar 29  2016 3:30:20 PM,1459245620085,1,Your Bill Payment of Rs. 50 for 9999301628 is successful. Have questions? Email us care@freecharge.in. Keep FreeCharging :),1,+919830000185,Manuf. Date
VM-SBIINB,Mar 29  2016 3:29:59 PM,1459245599392,1,xxx for transaction Avenues India Pvt. Ltd is:72250491. Do not share it with anyone,1,+919820405904,Manuf. Date
HP-RESVIA,Mar 29  2016 3:01:10 PM,1459243870731,1,Earn more than 35 000 profit on daily basis by our Technical Experts. We are SEBI Registered Advisory. Click Now! http://bit.ly/1UnYZhX,1,+919653560054,Manuf. Date
VM-KSDERV,Mar 29  2016 2:51:53 PM,1459243313384,1,KALRT:  BUY EICHERMOT @ 18630.00 SL 18200 TGT 19100/19600 . Time Horizon : 20 Days,1,+919820405905,Manuf. Date
VM-URCLAP,Mar 29  2016 2:39:05 PM,1459242545556,1,New UrbanClap! Ab Customer aapki profile dekh kar apko DIRECT ENQUIRY bhej sakenge. Ye enquiries apko BLUE color mein dikhengi. In leads pe zaroor respond karen  kyu ki ye khaas apko bheji gayi hai isliye inke convert hone ki chance bahut ZYADA hai. Aur jaankaari ke liye +917930447195 pe call karein.,1,+919820405904,Manuf. Date
DZ-GOJVAS,Mar 29  2016 2:01:44 PM,1459240304098,1,Thank You for choosing Jabong. The order with docket number : 19969053 has been delivered by GoJaVAS. Delivering millions a smile.,1,+919768099140,Manuf. Date
IM-SHRKHN,Mar 29  2016 1:55:12 PM,1459239912901,1,Dear xxx  Your Sharekhan 2FA Security PIN is 498644 & will be valid till 29-3-2016  23:59 hrs IST. - Team Sharekhan,1,+919702000556,Manuf. Date
VM-IPRUMF,Mar 29  2016 1:16:40 PM,1459237600908,1,Greetings  Your SIP Purchase request for amount of Rs.1 500.00 in Folio 7175025/01 in LTEF (Tax Saving) - Growth has been processed for Net Asset Value of 252.60  ICICI Prudential MF.,1,+919820405905,Manuf. Date
VM-648003,Mar 29  2016 1:02:20 PM,1459236740679,1,Your account was credited with Rs.1000 on 21/03/16 . We have activated the voucher again only for today *TnC. Apply LUCKY1000 @ www.lenskart.com/1000off,1,+919820405904,
VM-URCLAP,Mar 29  2016 12:33:45 PM,1459235025710,1,Dear Partner  The new version of UrbanClap App enables the customer to browse your profile and send DIRECT ENQUIRY to you. These enquiries are BLUE in color and have HIGH chances of conversion. To know more about it call: +917930447195,1,+919820405904,Manuf. Date
VK-KSTECH,Mar 29  2016 12:33:36 PM,1459235016446,1,KALRT:  BUY BHARATFORG @ 883 890 SL 859 TGT 925 940 . Time Horizon : 10 Days http://bit.ly/SMSDisc,1,+919830000184,Manuf. Date
VK-FRDKRM,Mar 29  2016 12:14:00 PM,1459233840221,1,From Italian to Indian  we have it all! Order @ www.firedkaramchari.com | 9650270555 and get Flat 25% Off on all orders of and above Rs.300 Code: FK25. T&C,1,+919830000184,Manuf. Date
VM-IPAYTM,Mar 29  2016 11:52:21 AM,1459232541115,1,Delhi Metro Card 66273926 for Rs.100 was successful .Paytm order id: 1633574692. To validate your recharge  visit any Add Value Machine at station,1,+919820405912,Manuf. Date
BZ-ATMSBI,Mar 29  2016 11:52:15 AM,1459232535835,1,Thank you for using your SBI Debit Card 622XX1849 for a purchase worth Rs90 on POS 470000000005344 at Paytm txn# 808831.,1,+919423096951,Manuf. Date
VM-IPAYTM,Mar 29  2016 11:52:11 AM,1459232531485,1,Added Rs. 90.0 to your Paytm wallet. Transaction ID: 1816092814. Current Balance: Rs.100.04.  Crazy deals starting at Rs 29. Visit  http://p-y.tm/4Esv  ,1,+919820405912,Manuf. Date
VM-SBIACS,Mar 29  2016 11:51:22 AM,1459232482550,1,To Pay Rs. 90.00 to PAYTM Mobile S  from your Card XX...1849  use xxx. BEWARE!ONLY fraudsters ask xxx on phone.xxx is 671698.Don't share with anyone.,1,+919820405912,Manuf. Date
VK-KSTECH,Mar 29  2016 11:22:57 AM,1459230777096,1,KALRT: NIFTY TRADE FOR THE DAY : BUY NSEPUT NIFTY MAR 7600 @ 33 36 SL 15 TGT 57 64..http://bit.ly/SMSDisc,1,+919830000185,Manuf. Date
VM-RMFund,Mar 29  2016 9:59:50 AM,1459225790021,1,Your SIP for Rs 1500.00 in Rel Tax Saver Fnd under Folio 401151001051 is processed with NAV 41.7323 on 28/03/2016 and 35.943 units have been allotted. Unit allotment is subject to credit confirmation.,1,+919820405905,Manuf. Date
VD-611112,Mar 29  2016 9:50:11 AM,1459225211260,1,Le Jaiye Shoppers Stop Rs 30000/- ke FREE Shopping Vouchers sirf Rs.49 mein  Ya fir poore paise wapas. FREE mein Click karein http://m.mydelights.in/pr/349,1,+919811001057,
VM-KSTECH,Mar 29  2016 9:43:36 AM,1459224816917,1,KALRT:  BUY NSECALL RELIANCE MAR 1040 @ 4 4.50 SL 2 TGT 8.50 9.50. http://bit.ly/SMSDisc,1,+919820405904,Manuf. Date
VK-KSTECH,Mar 29  2016 9:26:30 AM,1459223790410,1,KALRT: We feel that ahead of the expiry the level of 7550 should act as a major supp & 7670 as a major resis for the mkt. Bank nifty is having major support between 15470/15370 and we should look for adding out money call options of the next around the same.,1,+919830000185,Manuf. Date
VD-611112,Mar 29  2016 9:05:47 AM,1459222547462,1,Caller Tune Ke Liye Codes Dial karen. Mar Jayen 5376716355  Jeene Laga Hoon 5373446329  Chaha Hai Tujhko 53710028825. Charges @30p/Minute,1,+919811001057,
VK-KOTAKS,Mar 29  2016 8:48:52 AM,1459221532627,1,KALRT:Intl Updt8.45AM: SGX Nifty 7651.50(-6)DOW 17535.39(+19.66)HANGSE 20325.08(-20.53)FII:Net +2042.94  Cr Buy 5346.52Cr Sell 3303.58Cr http://bit.ly/M-Insight,1,+919830000184,Manuf. Date
DZ-GOJVAS,Mar 29  2016 8:32:52 AM,1459220572953,1,Arriving Today:Your Jabong order 19969053 is out for delivery.Pls keep INR 2415 ready.We'll call if unable to locate the address.,1,+919762099062,Manuf. Date
VM-648005,Mar 28  2016 7:22:22 PM,1459173142558,1,Your account is credited with Rs.1000 . You got lucky today. Use voucher- LUCKY1000 above Rs1995 at www.lenskart.com/off1000 .Valid till 12AM tonight *TnC,1,+919820405904,
VM-648001,Mar 28  2016 7:16:57 PM,1459172817556,1,Your account is credited with Rs.1000 . You got lucky today. Use voucher- LUCKY1000 above Rs1995 at www.lenskart.com/off1000 .Valid till 12AM tonight *TnC,1,+919820405904,
VM-URCLAP,Mar 28  2016 6:11:06 PM,1459168866981,1,New UrbanClap! Ab Customer aapki profile dekh kar apko DIRECT ENQUIRY bhej sakenge. Ye enquiries apko BLUE color mein dikhengi. In leads pe zaroor respond karen  kyu ki ye khaas apko bheji gayi hai isliye inke convert hone ki chance bahut ZYADA hai. Aur jaankaari ke liye +917930447195 pe call karein.,1,+919820405905,Manuf. Date
VM-URCLAP,Mar 28  2016 5:16:37 PM,1459165597663,1,Dear Partner  The new version of UrbanClap App enables the customer to browse your profile and send DIRECT ENQUIRY to you. These enquiries are BLUE in color and have HIGH chances of conversion. To know more about it call: +917930447195,1,+919820405905,Manuf. Date
VK-KOTAKS,Mar 28  2016 4:17:11 PM,1459162031001,1,KALRT: Market Update (Closed): Sensex 24966.40(-371.16)  Nifty 7615.10(-101.40),1,+919830000185,Manuf. Date
VM-140606,Mar 28  2016 3:56:37 PM,1459160797379,1,Lose your Weight upto 2 KG per week Naturally. 50% OFF on all plans. Get MY DIET by Anjali Mukerjee. For 1st FREE consultation click http://tinyurl.com/jtvy8lx,1,+919820405904,
VK-KOTAKS,Mar 28  2016 3:44:19 PM,1459160059140,1,KALRT: We recommend investors to Accumulate NIIT TECHNOLOGIES LTD CP 505 TP 544. Investment horizon 6-12 months. http://bit.ly/M-Insight,1,+919830000185,Manuf. Date
VD-611112,Mar 28  2016 3:10:10 PM,1459158010514,1,Know your Account Details for free!! Bill Details: *111*1# Talk Plan: *111*2# Services: *111*3# Internet: *111*5# Voice/SMS/Roaming Packs: *111*6#,1,+919811001057,
VM-URCLAP,Mar 28  2016 2:42:11 PM,1459156331542,1,Dear Partner  The new version of UrbanClap App enables the customer to browse your profile and send DIRECT ENQUIRY to you. These enquiries are BLUE in color and have HIGH chances of conversion. To know more about it call: +917930447195,1,+919820405905,Manuf. Date
VD-611112,Mar 28  2016 1:38:50 PM,1459152530654,1,Dial *567*810# aur activate kare Missed Call Alert @Rs.30/month aur jankari paaye  aapke callers ki jinka aapne call miss kiya hoga jab aapka phone band tha.,1,+919811001057,
VD-611112,Mar 28  2016 1:33:15 PM,1459152195684,1,Dial karein *123*5# aur paayein Cricket Scores sath hi jeetein dhero akarshak inaam. Charges Rs.5 har cricket match ke din.,1,+919811001057,
VD-611112,Mar 28  2016 1:12:20 PM,1459150940858,1,Dial karein *123*5# aur paayein Cricket Scores sath hi jeetein dhero akarshak inaam. Charges Rs.5 har cricket match ke din.,1,+919811001057,
VD-VFCARE,Mar 28  2016 12:21:24 PM,1459147884167,1,Hello! Your bill of Rs.497.93  due on 11-04-2016 has been generated. To view & pay online visit www.vodafone.in or dial*111*1# for details of your bill. In case of any previous balance  please pay immediately.,1,+919811001057,Manuf. Date
BZ-msWIFI,Mar 28  2016 11:25:47 AM,1459144547179,1,Today Offer: Very Hi Speed 3G Plus MTS WIFI @999  Unlimited Plan @599. You can Connect 5 Device. Free Adapter  Free Home Delivery  Please Call: 9210707497,1,+919423096951,Manuf. Date
VM-KSTECH,Mar 28  2016 11:04:12 AM,1459143252525,1,KALRT: NIFTY CALL OF THE DAY : BUY NSEPUT NIFTY MAR 7700 @ 40 44 SL 20 TGT 69 79..http://bit.ly/SMSDisc,1,+919820405905,Manuf. Date
DZ-GOJVAS,Mar 28  2016 10:18:56 AM,1459140536985,1,Hi we were unsuccesful in delivering order against tracking no. 19969053 on 28 Mar 2016.We will reattempt delivery in 24 hrs,1,+919762099062,Manuf. Date
IM-SHRKHN,Mar 28  2016 10:01:01 AM,1459139461280,1,Dear Customer  Amount of Rs. 5000 drawn on or Trfd from KOTAK MAHINDRA BANK LTD has been credited to your Customer Id 1811358.,1,+919702000556,Manuf. Date
VM-KOTAKB,Mar 28  2016 9:29:16 AM,1459137556308,1,Avbl Bal for A/c XXXX6486  as on 28-03-2016 is INR 44994.27. Combined Avbl Bal is INR 44994.27. Use Mobile Banking App to track A/c (app.kotak.com),1,+919820405904,Manuf. Date
VM-KSTECH,Mar 28  2016 9:17:12 AM,1459136832752,1,KALRT: In the absence of any specific positive news flow the mKt should consolidate further between the trading range 7500/50 and 7750/7800.,1,+919820405905,Manuf. Date
VT-VFCARE,Mar 28  2016 9:14:29 AM,1459136669690,1,Hello. Your e-bill for account id 142355211 has been sent on your registered e-mail id. The Password to open your e-bill is hars1628,1,+919820405901,Manuf. Date
VT-VFCARE,Mar 28  2016 9:14:26 AM,1459136666788,1,You can also view and pay your bill on www.vodafone.in/myvodafone,1,+919820405901,Manuf. Date
VT-VFCARE,Mar 28  2016 9:14:23 AM,1459136663016,1,Your Vodafone bill of Rs.497.93 due on 11-04-2016 has been emailed to your regd ID. Pls check Inbox & if mail is not received  pls check your Spam Box too,1,+919820405901,Manuf. Date
VK-KOTAKS,Mar 28  2016 9:05:18 AM,1459136118752,1,KALRT:Intl Updt(8.45AM): SGX Nifty 7688(+2.50)DOW 17515.73(+13.14)HANGSE 20345.61(-269.62)FII:Net +976.91Cr Buy 3923.97Cr Sell 2947.06Cr http://bit.ly/M-Insight,1,+919830000184,Manuf. Date
DZ-GOJVAS,Mar 28  2016 8:31:05 AM,1459134065530,1,Arriving Today:Your Jabong order 19969053 is out for delivery.Pls keep INR 2415 ready.We'll call if unable to locate the address.,1,+919762099062,Manuf. Date
DM-UBERIN,Mar 28  2016 7:49:36 AM,1459131576769,1,Dear xxx  Driving back to office after a long weekend? Carpool and recover your commuting costs at up to Rs. 10 for every km. Login to the Uber Partner app and enter your destination.,1,+919768399174,Manuf. Date
VD-VFCARE,Mar 28  2016 12:24:51 AM,1459104891775,1,Hi! You have reached 80% of your internet quota on the RED plan active on your number 919999301628.You still have 99.99MB.Dial *111*5*1# to check your usage.,1,+919811001057,Manuf. Date
IX-OLACAB,Mar 28  2016 12:20:59 AM,1459104659457,1,Sorry! Your Ola Share booking OSN20776025 has been cancelled as driver had to leave. This is to keep other passengers from being late. Please try booking again. http://ola.bz/b,1,+919844047238,Manuf. Date
AD-OLACAB,Mar 27  2016 11:54:35 PM,1459103075989,1,Hi xxx xxx. Your booking CRN207779733 has been cancelled as per your request. Looking forward to serving you again.,1,+919810051817,Manuf. Date
AM-OLACAB,Mar 27  2016 11:54:17 PM,1459103057433,1,Say Ola to your driver HARPREET  SINGH (+911179450450) for CRN207779733. White Indica UP16BT9087 to pick you up @ 11:54 PM  27Mar. Please share https://www.olacabs.com/track/8664tsl2s with friends/family and let them track you.,1,+919810051665,Manuf. Date
VM-OLACAB,Mar 27  2016 11:39:43 PM,1459102183877,1,Here are your Ola Share details for OSN20776025. Fare: Rs. 177 Driver: RAHUL MISHRA  (7827834662) Cab Number: DL1YD9610 Helpline: 011-33553355. Request you to be on time.,1,+919820405905,Manuf. Date
AM-OLACAB,Mar 27  2016 11:26:41 PM,1459101401061,1,Hi xxx xxx. Your booking CRN207768625 has been cancelled as per your request. Looking forward to serving you again.,1,+919810051665,Manuf. Date
AM-OLACAB,Mar 27  2016 11:21:11 PM,1459101071109,1,You've got a free upgrade! CRN207768625 - Driver SONU  (+911179450450)  White Eeco DL1YE1959 will pick you up @ 27Mar  11:21 PM . 1.2 times peak time charge is applicable on this booking.,1,+919810051665,Manuf. Date
VK-FPANDA,Mar 27  2016 9:56:12 PM,1459095972495,1,Match is getting tense  don't miss any  ball and leave you dinner arrangements to foodpanda. Use code: FP10 and Order now https://goo.gl/KWZEh9,1,+919830000185,Manuf. Date
MD-DOMINO,Mar 27  2016 6:03:40 PM,1459082020971,1,India India India! Cheer For India with Dominos Pizza and Enjoy 25% OFF on 400 Today(5pm-11pm). Call@ 18602008888 /OrderOnline/Mob@ dominos.co.in Cpn: MOB12 T&C,1,+919868191090,Manuf. Date
MD-ZIPGOX,Mar 27  2016 5:36:16 PM,1459080376517,1,ZipGo from Dwarka to anywhere in Gurgaon for Rs. 29 only. Download the ZipGo app for your Android or iPhone and get free rides worth Rs. 100. Refer a friend and get Rs. 100 more.,1,+919868191091,Manuf. Date
VK-040801,Mar 27  2016 5:14:30 PM,1459079070154,1,Ind Vs Aus Live! Have you ordered the KFC super 6's yet? 6pc each: Hot & Crispy Hot Wings & Boneless Strips@499. Call 01160004545. T&C apply,1,+919830000184,
VK-PZAHUT,Mar 27  2016 5:05:16 PM,1459078516595,1,Go! India Go! Cheers 4 Cricket India with PizzaHut  Get Rs101 off on bill of >400  Walk-in/Call@ 39883988 /order@ www.pizzahut.co.in (Cd:PHE37)*T&C,1,+919830000184,Manuf. Date
VM-PZAHUT,Mar 27  2016 4:26:51 PM,1459076211010,1,Go  India Go! Cheers 4 Cricket India with PizzaHut  Get Rs101 off on bill of >400 Walk-in/Call@0120-3988398 /order@ www.pizzahut.co.in (Cd:PHE37)*T&C,1,+919820405904,Manuf. Date
DZ-GOJVAS,Mar 27  2016 3:49:01 PM,1459073941157,1,Hi we were unsuccesful in delivering order against tracking no. 19969053 on 27 Mar 2016.We will reattempt delivery in 24 hrs,1,+919762099062,Manuf. Date
DZ-GOJVAS,Mar 27  2016 2:55:33 PM,1459070733454,1,Arriving Today:Your Jabong order 19969053 is out for delivery.Pls keep INR 2415 ready.We'll call if unable to locate the address.,1,+919762099062,Manuf. Date
VM-648004,Mar 27  2016 2:23:31 PM,1459068811325,1,Your account is credited with Rs.1000 . You got lucky today. Use voucher- LUCKY1000 above Rs1995 at www.lenskart.com/lucky .Valid till 12AM tonight *TnC,1,+919820405904,
VM-648006,Mar 27  2016 2:22:28 PM,1459068748323,1,Your account is credited with Rs.1000 . You got lucky today. Use voucher- LUCKY1000 above Rs1995 at www.lenskart.com/lucky .Valid till 12AM tonight *TnC,1,+919820405904,
VD-VDFONE,Mar 27  2016 1:08:58 PM,1459064338693,1,Vodafone  The Widest 3G Network welcomes you in UPW. Now enjoy upto 75% lower roaming rates: Incoming 45p/min  Local 80p/min  STD Rs1.15/min  Local SMS 25p  nat SMS 38p. To avail incoming free offers  dial *121*121# or call 199  for customer care.,1,+919811001057,Manuf. Date
VD-VDFONE,Mar 27  2016 1:05:56 PM,1459064156669,1,Vodafone  The Widest 3G Network welcomes you in UPW. Now enjoy upto 75% lower roaming rates: Incoming 45p/min  Local 80p/min  STD Rs1.15/min  Local SMS 25p  nat SMS 38p. To avail incoming free offers  dial *121*121# or call 199 for customer care.,1,+919811001057,Manuf. Date
VD-VDFONE,Mar 27  2016 12:44:19 PM,1459062859380,1,Vodafone  The Widest 3G Network welcomes you in UPW. Now enjoy upto 75% lower roaming rates: Incoming 45p/min  Local 80p/min  STD Rs1.15/min  Local SMS 25p  nat SMS 38p. To avail incoming free offers  dial *121*121# or call 199  for customer care.,1,+919811001057,Manuf. Date
VD-VDFONE,Mar 27  2016 12:44:14 PM,1459062854506,1,Welcome to Vodafone UP East. Now enjoy upto 75% lower roaming rates: Incoming 45p/min  Local 80p/min  STD Rs1.15/min  Local SMS 25p  Nat SMS 38p. To avail incoming free offers  dial *121*121# or call 199 for customer care.,1,+919811001057,Manuf. Date
VD-VDFONE,Mar 27  2016 12:43:26 PM,1459062806646,1,Vodafone  The Widest 3G Network welcomes you in UPW. Now enjoy upto 75% lower roaming rates: Incoming 45p/min  Local 80p/min  STD Rs1.15/min  Local SMS 25p  nat SMS 38p. To avail incoming free offers  dial *121*121# or call 199 for customer care.,1,+919811001057,Manuf. Date
VD-VDFONE,Mar 27  2016 12:35:11 PM,1459062311162,1,Vodafone UP East mein aapka swagat hai. Ab laabh uthaiye 75% tak saste Roaming rates ka: Incoming 45p/min  Local 80p/min  STD Rs1.15/min  Local SMS 25p  Nat SMS 38p. FREE incoming call ke liye dial *121*121# ya customer care call kare 199,1,+919811001057,Manuf. Date
VD-611123,Mar 27  2016 10:02:00 AM,1459053120478,1,Get 50% Extra! Recharge with Rs255  get 1GB 4G/3G for 28 days+500MB extra in 4hrs.Offer valid till 31Mar'16 on Etop/Online recharge.Click www.vodafone.in/mvvf32,1,+919811001057,
VM-JABONG,Mar 27  2016 9:53:12 AM,1459052592525,1,Order No. ending 89373 of 3 POLO T-SHIRTS  is DISPATCHED via our delivery partner JaVAS and will be delivered by Tue  29-March.   Pls track ur package using tracking no 19969053 on www.gojavas.com. The tracking details will be activated in 24-48 hrs. Check your email for more!,1,+919820405904,Manuf. Date
VD-611112,Mar 27  2016 9:40:28 AM,1459051828675,1,Vodafone de raha hai Rs 30000/- ke BIG BAZAAR  Free Shopping Vouchers sirf Rs 49 mein  Ya fir poore paise wapas. Click for Free http://m.mydelights.in/pr/347,1,+919811001057,
VK-040359,Mar 27  2016 9:18:15 AM,1459050495724,1,Introducing Ola Micro at just Rs. 6/km! With Micro  travel in AC compact cars at the LOWEST fares in Delhi NCR. Try Micro today  book bit.ly/1olacabs. TCA,1,+919830000184,
VK-040801,Mar 27  2016 9:14:07 AM,1459050247733,1,Get ready for INDVsAUS tonite with KFC Super6's bucket: 6pc each of Hot&Crispy  Hot Wings & Boneless Strips@499. Call 01160004545. T&C apply,1,+919830000184,
VD-611112,Mar 27  2016 9:12:39 AM,1459050159128,1,Kar deejiyai hal-e-dil bayaan. Bas abhi dial karein 1234 Tollfree aur apnayein CallerTune sewa apne pasandida romantic gaane ke saath,1,+919811001057,
VK-GROFRS,Mar 27  2016 8:12:22 AM,1459046542946,1,Save Rs.300 on Grofers today. Get flat 10% off (Max Rs.150) + extra 10% MobiKwik cashback (Max Rs.150). Use Code: SAVEBIG. Shop now bit.ly/grfs27. T&C apply.,1,+919830000185,Manuf. Date
VM-KOTAKB,Mar 27  2016 8:00:14 AM,1459045814249,1,Mail Money transfer from xxx   xxx has expired on 27-Mar-2016 due to non-acceptance by you. Pls check your email or get in touch with the sender for details.,1,+919820405904,Manuf. Date
VK-KOTAKB,Mar 27  2016 8:00:09 AM,1459045809750,1,Mail Money Transfer of Rs. 10.00 has expired on 27-Mar-2016 due to non-acceptance by xxx xxx. Log in to Net Banking for new transfer request.,1,+919830000184,Manuf. Date
VM-Haandi,Mar 26  2016 6:59:46 PM,1458998986053,1,Celebration never ends with Haandi Punjab Di  Indirapuram Get 25% off & Free Delivery on your next order  0120-6406500 8447533253,1,+919820405904,Manuf. Date
VK-040801,Mar 26  2016 5:30:20 PM,1458993620823,1,Save 53%@KFC! Get 6pc each of Hot & Crispy  Hot Wings & Boneless Strips Chicken @Rs499 only. Call  01160004545. T&C apply,1,+919830000185,
VM-BMSHOW,Mar 26  2016 2:42:22 PM,1458983542818,1,"BMS Alert: Tickets for ""ICC World T20 India 2016 Women and Men - Semi Final"" at Feroz Shah Kotla Cricket Stadium: Delhi (March 30  2016)  are now live on bookmyshow.com Grab your tickets at the earliest. Limited seats available!",1,+919820405912,Manuf. Date
VK-040801,Mar 26  2016 1:05:15 PM,1458977715241,1,Get 50% Processing Fee waiver on ATM cash withdrawals till 15May16 with SBI Card.To generate Card PIN instantly log in to sbicard.com.Validity:16Feb-15May16.T&C,1,+919830000184,
VD-611112,Mar 26  2016 9:35:24 AM,1458965124250,1,Get Samsung Galaxy S7 in Just Rs.49/- Offer Valid for today only. Check now for FREE  Click http://m.mydelights.in/pr/350,1,+919811001057,
VD-611112,Mar 26  2016 9:04:36 AM,1458963276034,1,Caller Tune Ke Liye Codes Dial karen. Mar Jayen 5376716355  Jeene Laga Hoon 5373446329  Chaha Hai Tujhko 53710028825. Charges @30p/Minute,1,+919811001057,
VK-040801,Mar 25  2016 8:13:55 PM,1458917035583,1,Your account is credited with Rs.1000 . You got lucky today. Use voucher- LUCKY1000 above Rs.1995 at www.lenskart.com/1000lucky .Valid till 12AM tonight *TnC,1,+919830000184,
VM-FRDKRM,Mar 25  2016 5:25:34 PM,1458906934768,1,Get Flat 25% Off on all online orders above INR 300. Enjoy the great flavours of Italian from Fired Karamchari. Order now @ www.firedkaramchari.com. Code:FK25,1,+919820405904,Manuf. Date
VK-PZAHUT,Mar 25  2016 5:07:28 PM,1458905848965,1,Pizza Hut Unlimited Pizza Party! Enjoy Unlimited Pizzas & Garlic Breads @ just Rs199/- WALK-IN to your Nearest Pizza Hut Outlet today!Valid only on FRIDAYS *T&C,1,+919830000184,Manuf. Date
VM-HSBCIN,Mar 25  2016 4:20:26 PM,1458903026716,1,Dear Customer  due to system maintenance activity on 27 Mar 2016 from 12:30 to 02:30 am and from 10:30 pm to 12:30 am (28 Mar 2016) Indian Standard Time  you will only be able to use your Debit Card for transactions at HSBC ATMs in India. We regret the inconvenience caused. Do call HSBC Phonebanking for assistance.,1,+919820405912,Manuf. Date
+918979930404,Mar 25  2016 2:42:16 PM,1458897136720,1,Move to AIRTEL4G Postpaid With 1GB 4G Then 2G Unlimited Upto 80KBPS 600 mins loc+std  300 SMS l&n For 399 monthly rental. for Visit  call @ 01294264900,1,+919897051955,
